timestamp,alert_name,severity,status,source,duration_minutes
2026-02-01 17:11:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,46
2026-02-01 17:35:00,disk-80-percent,medium,firing,prometheus,9
2026-02-01 17:38:00,test-alert-dev,low,firing,test-system,5
2026-02-01 18:32:00,api-latency-threshold,high,firing,datadog,9
2026-02-01 19:06:00,disk-80-percent,medium,firing,prometheus,5
2026-02-01 19:10:00,filesystem-full,critical,firing,nagios,128
2026-02-01 19:20:00,disk-80-percent,medium,firing,prometheus,7
2026-02-01 19:34:00,memory-swap-high,medium,firing,prometheus,11
2026-02-01 20:05:00,info-deployment-success,low,firing,ci-cd,1
2026-02-01 20:29:00,memory-swap-high,medium,resolved,prometheus,9
2026-02-01 20:33:00,memory-threshold-exceeded,high,firing,grafana,46
2026-02-01 20:36:00,certificate-expiry-90days,low,firing,security,2
2026-02-01 20:49:00,health-check-success,low,firing,monitoring,5
2026-02-01 21:08:00,mem-utilization-high,high,firing,datadog,34
2026-02-01 21:33:00,disk-80-percent,medium,firing,prometheus,6
2026-02-01 21:47:00,api-latency-threshold,high,resolved,datadog,3
2026-02-01 22:03:00,disk-80-percent,medium,firing,prometheus,11
2026-02-01 22:15:00,mem-utilization-high,high,firing,datadog,57
2026-02-01 22:22:00,info-deployment-success,low,firing,ci-cd,4
2026-02-01 22:34:00,high-cpu-datadog,critical,firing,datadog,19
2026-02-01 22:38:00,api-latency-threshold,high,resolved,datadog,1
2026-02-01 22:43:00,disk-80-percent,medium,resolved,prometheus,1
2026-02-01 22:49:00,memory-swap-high,medium,firing,prometheus,11
2026-02-01 22:51:00,api-latency-threshold,high,firing,datadog,13
2026-02-01 23:02:00,info-deployment-success,low,firing,ci-cd,4
2026-02-01 23:14:00,cpu-alert-grafana,critical,firing,grafana,88
2026-02-01 23:18:00,disk-utilization-high,critical,firing,cloudwatch,156
2026-02-01 23:20:00,memory-swap-high,medium,resolved,prometheus,10
2026-02-01 23:22:00,high-memory-usage,high,firing,prometheus,56
2026-02-01 23:24:00,api-latency-threshold,high,resolved,datadog,10
2026-02-01 23:26:00,disk-80-percent,medium,resolved,prometheus,3
2026-02-01 23:41:00,memory-alert-cloudwatch,high,firing,cloudwatch,74
2026-02-01 23:53:00,test-alert-dev,low,firing,test-system,4
2026-02-01 23:56:00,api-latency-threshold,high,resolved,datadog,2
2026-02-01 23:57:00,log-rotation-complete,low,firing,system,5
2026-02-02 00:04:00,api-latency-threshold,high,resolved,datadog,2
2026-02-02 00:10:00,info-deployment-success,low,firing,ci-cd,4
2026-02-02 00:13:00,certificate-expiry-90days,low,firing,security,4
2026-02-02 00:28:00,cpu-high-prometheus,critical,firing,prometheus,115
2026-02-02 00:37:00,backup-completed,low,firing,backup-system,2
2026-02-02 00:45:00,filesystem-full,critical,firing,nagios,139
2026-02-02 00:51:00,cpu-high-prometheus,critical,firing,prometheus,114
2026-02-02 01:38:00,certificate-expiry-90days,low,firing,security,2
2026-02-02 01:54:00,memory-alert-cloudwatch,high,firing,cloudwatch,31
2026-02-02 01:55:00,api-latency-threshold,high,firing,datadog,5
2026-02-02 01:58:00,cpu-threshold-nagios,critical,firing,nagios,116
2026-02-02 02:21:00,high-cpu-datadog,critical,firing,datadog,105
2026-02-02 02:32:00,memory-swap-high,medium,firing,prometheus,9
2026-02-02 02:47:00,cpu-alert-grafana,critical,firing,grafana,60
2026-02-02 02:52:00,memory-swap-high,medium,firing,prometheus,6
2026-02-02 02:58:00,memory-swap-high,medium,firing,prometheus,13
2026-02-02 03:19:00,health-check-success,low,firing,monitoring,3
2026-02-02 03:23:00,high-cpu-datadog,critical,firing,datadog,98
2026-02-02 03:48:00,log-rotation-complete,low,firing,system,1
2026-02-02 03:57:00,info-deployment-success,low,firing,ci-cd,4
2026-02-02 04:01:00,high-cpu-datadog,critical,firing,datadog,100
2026-02-02 04:12:00,api-latency-threshold,high,resolved,datadog,7
2026-02-02 04:28:00,disk-80-percent,medium,firing,prometheus,8
2026-02-02 04:55:00,memory-swap-high,medium,firing,prometheus,8
2026-02-02 05:00:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,41
2026-02-02 05:06:00,memory-threshold-exceeded,high,firing,grafana,30
2026-02-02 05:22:00,memory-swap-high,medium,resolved,prometheus,7
2026-02-02 05:39:00,disk-utilization-high,critical,firing,cloudwatch,141
2026-02-02 05:41:00,info-deployment-success,low,firing,ci-cd,5
2026-02-02 06:08:00,memory-swap-high,medium,firing,prometheus,6
2026-02-02 06:17:00,memory-swap-high,medium,firing,prometheus,7
2026-02-02 06:43:00,high-memory-usage,high,firing,prometheus,74
2026-02-02 06:43:00,certificate-expiry-90days,low,firing,security,2
2026-02-02 06:57:00,memory-swap-high,medium,resolved,prometheus,2
2026-02-02 07:08:00,log-rotation-complete,low,firing,system,3
2026-02-02 07:39:00,disk-80-percent,medium,resolved,prometheus,4
2026-02-02 07:43:00,log-rotation-complete,low,firing,system,4
2026-02-02 07:45:00,cpu-threshold-nagios,critical,firing,nagios,35
2026-02-02 07:46:00,high-memory-usage,high,firing,prometheus,78
2026-02-02 08:05:00,disk-alert-prometheus,critical,firing,prometheus,65
2026-02-02 08:10:00,api-latency-threshold,high,firing,datadog,13
2026-02-02 08:12:00,disk-80-percent,medium,resolved,prometheus,4
2026-02-02 08:14:00,health-check-success,low,firing,monitoring,5
2026-02-02 08:17:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,28
2026-02-02 08:51:00,mem-utilization-high,high,firing,datadog,29
2026-02-02 08:58:00,disk-80-percent,medium,resolved,prometheus,6
2026-02-02 09:09:00,api-latency-threshold,high,firing,datadog,11
2026-02-02 09:11:00,log-rotation-complete,low,firing,system,4
2026-02-02 09:14:00,cpu-alert-grafana,critical,firing,grafana,50
2026-02-02 09:24:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,65
2026-02-02 09:32:00,test-alert-dev,low,firing,test-system,3
2026-02-02 09:38:00,test-alert-dev,low,firing,test-system,1
2026-02-02 10:00:00,disk-80-percent,medium,resolved,prometheus,8
2026-02-02 10:14:00,api-latency-threshold,high,firing,datadog,6
2026-02-02 10:29:00,memory-swap-high,medium,firing,prometheus,14
2026-02-02 10:52:00,backup-completed,low,firing,backup-system,4
2026-02-02 10:56:00,disk-80-percent,medium,firing,prometheus,5
2026-02-02 11:09:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,39
2026-02-02 11:28:00,filesystem-full,critical,firing,nagios,170
2026-02-02 11:34:00,backup-completed,low,firing,backup-system,4
2026-02-02 11:37:00,memory-alert-cloudwatch,high,firing,cloudwatch,38
2026-02-02 11:54:00,api-latency-threshold,high,firing,datadog,11
2026-02-02 12:07:00,disk-space-critical,critical,firing,splunk,149
2026-02-02 12:41:00,memory-swap-high,medium,resolved,prometheus,6
2026-02-02 12:57:00,disk-space-critical,critical,firing,splunk,43
2026-02-02 13:17:00,disk-80-percent,medium,resolved,prometheus,8
2026-02-02 13:38:00,api-latency-threshold,high,resolved,datadog,3
2026-02-02 13:40:00,test-alert-dev,low,firing,test-system,5
2026-02-02 14:33:00,disk-80-percent,medium,firing,prometheus,5
2026-02-02 14:51:00,api-latency-threshold,high,resolved,datadog,8
2026-02-02 14:56:00,mem-utilization-high,high,firing,datadog,20
2026-02-02 15:01:00,disk-80-percent,medium,firing,prometheus,13
2026-02-02 15:26:00,cpu-alert-grafana,critical,firing,grafana,77
2026-02-02 15:28:00,memory-swap-high,medium,firing,prometheus,14
2026-02-02 15:30:00,disk-80-percent,medium,firing,prometheus,10
2026-02-02 15:43:00,api-latency-threshold,high,firing,datadog,11
2026-02-02 16:12:00,backup-completed,low,firing,backup-system,4
2026-02-02 16:15:00,disk-80-percent,medium,firing,prometheus,5
2026-02-02 16:18:00,disk-80-percent,medium,firing,prometheus,5
2026-02-02 16:35:00,service-down,critical,firing,healthcheck,68
2026-02-02 16:46:00,health-check-success,low,firing,monitoring,2
2026-02-02 17:21:00,high-memory-usage,high,firing,prometheus,71
2026-02-02 17:30:00,log-rotation-complete,low,firing,system,5
2026-02-02 17:34:00,disk-utilization-high,critical,firing,cloudwatch,63
2026-02-02 17:53:00,disk-80-percent,medium,firing,prometheus,13
2026-02-02 18:22:00,high-cpu-datadog,critical,firing,datadog,114
2026-02-02 18:48:00,memory-threshold-exceeded,high,firing,grafana,25
2026-02-02 18:52:00,health-check-success,low,firing,monitoring,3
2026-02-02 18:59:00,certificate-expiry-90days,low,firing,security,3
2026-02-02 19:01:00,payment-processing-failed,critical,firing,payment-gateway,72
2026-02-02 19:02:00,mem-utilization-high,high,firing,datadog,26
2026-02-02 19:14:00,cpu-alert-grafana,critical,firing,grafana,42
2026-02-02 19:16:00,backup-completed,low,firing,backup-system,3
2026-02-02 19:20:00,cpu-threshold-nagios,critical,firing,nagios,91
2026-02-02 19:35:00,api-latency-threshold,high,firing,datadog,14
2026-02-02 19:56:00,memory-threshold-exceeded,high,firing,grafana,72
2026-02-02 20:02:00,api-latency-threshold,high,resolved,datadog,7
2026-02-02 20:14:00,memory-swap-high,medium,firing,prometheus,8
2026-02-02 20:47:00,api-latency-threshold,high,resolved,datadog,6
2026-02-02 21:24:00,disk-alert-prometheus,critical,firing,prometheus,117
2026-02-02 21:31:00,cpu-high-prometheus,critical,firing,prometheus,26
2026-02-02 21:45:00,info-deployment-success,low,firing,ci-cd,3
2026-02-02 21:46:00,disk-80-percent,medium,resolved,prometheus,4
2026-02-02 21:47:00,test-alert-dev,low,firing,test-system,3
2026-02-02 22:02:00,memory-swap-high,medium,resolved,prometheus,4
2026-02-02 22:04:00,api-latency-threshold,high,firing,datadog,11
2026-02-02 22:15:00,info-deployment-success,low,firing,ci-cd,3
2026-02-02 22:18:00,cpu-threshold-nagios,critical,firing,nagios,19
2026-02-02 22:26:00,memory-alert-cloudwatch,high,firing,cloudwatch,22
2026-02-02 22:31:00,memory-swap-high,medium,firing,prometheus,15
2026-02-02 23:02:00,disk-80-percent,medium,resolved,prometheus,7
2026-02-02 23:24:00,memory-swap-high,medium,resolved,prometheus,1
2026-02-02 23:31:00,cpu-high-prometheus,critical,firing,prometheus,94
2026-02-02 23:37:00,test-alert-dev,low,firing,test-system,1
2026-02-02 23:43:00,api-latency-threshold,high,resolved,datadog,7
2026-02-02 23:57:00,certificate-expiry-90days,low,firing,security,4
2026-02-02 23:58:00,health-check-success,low,firing,monitoring,4
2026-02-03 00:02:00,disk-80-percent,medium,resolved,prometheus,1
2026-02-03 00:15:00,memory-swap-high,medium,resolved,prometheus,8
2026-02-03 00:28:00,api-latency-threshold,high,resolved,datadog,10
2026-02-03 00:29:00,disk-80-percent,medium,resolved,prometheus,4
2026-02-03 00:37:00,disk-alert-prometheus,critical,firing,prometheus,137
2026-02-03 00:54:00,info-deployment-success,low,firing,ci-cd,2
2026-02-03 01:10:00,disk-space-critical,critical,firing,splunk,46
2026-02-03 01:21:00,api-latency-threshold,high,firing,datadog,11
2026-02-03 02:13:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,69
2026-02-03 02:31:00,certificate-expiry-90days,low,firing,security,1
2026-02-03 02:52:00,api-latency-threshold,high,firing,datadog,13
2026-02-03 02:55:00,memory-alert-cloudwatch,high,firing,cloudwatch,77
2026-02-03 02:57:00,cpu-alert-grafana,critical,firing,grafana,102
2026-02-03 02:59:00,disk-utilization-high,critical,firing,cloudwatch,48
2026-02-03 03:00:00,api-latency-threshold,high,firing,datadog,6
2026-02-03 03:06:00,disk-80-percent,medium,firing,prometheus,15
2026-02-03 03:07:00,test-alert-dev,low,firing,test-system,4
2026-02-03 03:10:00,memory-threshold-exceeded,high,firing,grafana,21
2026-02-03 03:40:00,api-latency-threshold,high,firing,datadog,9
2026-02-03 04:29:00,api-latency-threshold,high,firing,datadog,9
2026-02-03 04:44:00,disk-80-percent,medium,resolved,prometheus,1
2026-02-03 05:06:00,filesystem-full,critical,firing,nagios,72
2026-02-03 05:09:00,log-rotation-complete,low,firing,system,3
2026-02-03 05:17:00,memory-swap-high,medium,resolved,prometheus,10
2026-02-03 05:39:00,high-memory-usage,high,firing,prometheus,51
2026-02-03 05:49:00,api-latency-threshold,high,firing,datadog,9
2026-02-03 06:01:00,memory-alert-cloudwatch,high,firing,cloudwatch,85
2026-02-03 06:24:00,memory-swap-high,medium,resolved,prometheus,3
2026-02-03 06:37:00,memory-swap-high,medium,firing,prometheus,15
2026-02-03 07:00:00,backup-completed,low,firing,backup-system,4
2026-02-03 07:21:00,health-check-success,low,firing,monitoring,3
2026-02-03 07:31:00,memory-swap-high,medium,firing,prometheus,6
2026-02-03 07:39:00,info-deployment-success,low,firing,ci-cd,4
2026-02-03 07:42:00,info-deployment-success,low,firing,ci-cd,2
2026-02-03 08:12:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,102
2026-02-03 08:16:00,disk-80-percent,medium,resolved,prometheus,3
2026-02-03 08:43:00,disk-utilization-high,critical,firing,cloudwatch,84
2026-02-03 08:48:00,mem-utilization-high,high,firing,datadog,40
2026-02-03 08:57:00,test-alert-dev,low,firing,test-system,2
2026-02-03 09:09:00,api-latency-threshold,high,resolved,datadog,5
2026-02-03 09:18:00,disk-80-percent,medium,firing,prometheus,9
2026-02-03 09:26:00,api-latency-threshold,high,firing,datadog,14
2026-02-03 09:27:00,memory-swap-high,medium,resolved,prometheus,7
2026-02-03 09:32:00,log-rotation-complete,low,firing,system,3
2026-02-03 09:58:00,certificate-expiry-90days,low,firing,security,2
2026-02-03 10:12:00,health-check-success,low,firing,monitoring,5
2026-02-03 10:16:00,disk-80-percent,medium,firing,prometheus,9
2026-02-03 10:52:00,certificate-expiry-90days,low,firing,security,4
2026-02-03 11:02:00,payment-processing-failed,critical,firing,payment-gateway,40
2026-02-03 11:35:00,certificate-expiry-90days,low,firing,security,2
2026-02-03 12:07:00,high-memory-usage,high,firing,prometheus,58
2026-02-03 12:08:00,log-rotation-complete,low,firing,system,2
2026-02-03 12:12:00,disk-alert-prometheus,critical,firing,prometheus,83
2026-02-03 12:23:00,memory-swap-high,medium,resolved,prometheus,1
2026-02-03 12:27:00,api-latency-threshold,high,firing,datadog,9
2026-02-03 12:39:00,memory-swap-high,medium,resolved,prometheus,2
2026-02-03 13:22:00,log-rotation-complete,low,firing,system,1
2026-02-03 13:31:00,health-check-success,low,firing,monitoring,2
2026-02-03 13:31:00,database-replication-lag,high,firing,database,108
2026-02-03 13:49:00,disk-80-percent,medium,firing,prometheus,5
2026-02-03 13:51:00,certificate-expiry-90days,low,firing,security,1
2026-02-03 14:07:00,api-latency-threshold,high,resolved,datadog,1
2026-02-03 14:34:00,test-alert-dev,low,firing,test-system,5
2026-02-03 14:42:00,cpu-high-prometheus,critical,firing,prometheus,38
2026-02-03 14:56:00,backup-completed,low,firing,backup-system,3
2026-02-03 15:00:00,log-rotation-complete,low,firing,system,5
2026-02-03 15:39:00,disk-80-percent,medium,resolved,prometheus,4
2026-02-03 15:40:00,cpu-threshold-nagios,critical,firing,nagios,73
2026-02-03 15:41:00,api-latency-threshold,high,resolved,datadog,6
2026-02-03 15:48:00,cpu-threshold-nagios,critical,firing,nagios,20
2026-02-03 15:50:00,high-cpu-datadog,critical,firing,datadog,54
2026-02-03 15:55:00,info-deployment-success,low,firing,ci-cd,4
2026-02-03 16:12:00,cpu-high-prometheus,critical,firing,prometheus,64
2026-02-03 16:14:00,disk-space-critical,critical,firing,splunk,143
2026-02-03 16:24:00,memory-threshold-exceeded,high,firing,grafana,47
2026-02-03 16:39:00,health-check-success,low,firing,monitoring,5
2026-02-03 17:00:00,filesystem-full,critical,firing,nagios,151
2026-02-03 17:02:00,cpu-high-prometheus,critical,firing,prometheus,107
2026-02-03 17:21:00,test-alert-dev,low,firing,test-system,5
2026-02-03 17:28:00,api-latency-threshold,high,resolved,datadog,9
2026-02-03 17:49:00,backup-completed,low,firing,backup-system,4
2026-02-03 17:52:00,high-memory-usage,high,firing,prometheus,38
2026-02-03 17:54:00,disk-80-percent,medium,firing,prometheus,10
2026-02-03 18:53:00,disk-80-percent,medium,firing,prometheus,14
2026-02-03 19:00:00,disk-80-percent,medium,resolved,prometheus,7
2026-02-03 19:28:00,info-deployment-success,low,firing,ci-cd,2
2026-02-03 19:41:00,memory-swap-high,medium,resolved,prometheus,7
2026-02-03 19:56:00,mem-utilization-high,high,firing,datadog,70
2026-02-03 20:09:00,high-cpu-datadog,critical,firing,datadog,48
2026-02-03 20:12:00,memory-swap-high,medium,firing,prometheus,15
2026-02-03 20:15:00,backup-completed,low,firing,backup-system,5
2026-02-03 20:20:00,high-cpu-datadog,critical,firing,datadog,53
2026-02-03 20:32:00,memory-swap-high,medium,resolved,prometheus,6
2026-02-03 20:33:00,cpu-alert-grafana,critical,firing,grafana,79
2026-02-03 21:09:00,api-latency-threshold,high,resolved,datadog,4
2026-02-03 21:13:00,backup-completed,low,firing,backup-system,4
2026-02-03 21:20:00,disk-80-percent,medium,firing,prometheus,11
2026-02-03 21:28:00,memory-threshold-exceeded,high,firing,grafana,33
2026-02-03 21:43:00,memory-swap-high,medium,firing,prometheus,9
2026-02-03 21:51:00,memory-alert-cloudwatch,high,firing,cloudwatch,56
2026-02-03 22:21:00,cpu-high-prometheus,critical,firing,prometheus,58
2026-02-03 22:30:00,health-check-success,low,firing,monitoring,2
2026-02-03 22:50:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,31
2026-02-03 22:59:00,cpu-threshold-nagios,critical,firing,nagios,69
2026-02-03 23:02:00,api-latency-threshold,high,resolved,datadog,2
2026-02-03 23:09:00,mem-utilization-high,high,firing,datadog,37
2026-02-03 23:10:00,cpu-threshold-nagios,critical,firing,nagios,81
2026-02-03 23:17:00,test-alert-dev,low,firing,test-system,3
2026-02-03 23:24:00,high-cpu-datadog,critical,firing,datadog,25
2026-02-03 23:25:00,memory-swap-high,medium,resolved,prometheus,7
2026-02-03 23:26:00,cpu-alert-grafana,critical,firing,grafana,67
2026-02-03 23:30:00,cpu-alert-grafana,critical,firing,grafana,70
2026-02-03 23:36:00,memory-swap-high,medium,firing,prometheus,6
2026-02-03 23:50:00,disk-80-percent,medium,firing,prometheus,9
2026-02-03 23:50:00,disk-80-percent,medium,firing,prometheus,6
2026-02-03 23:57:00,memory-swap-high,medium,firing,prometheus,11
2026-02-03 23:58:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,115
2026-02-04 00:48:00,memory-swap-high,medium,firing,prometheus,13
2026-02-04 00:53:00,memory-swap-high,medium,firing,prometheus,11
2026-02-04 01:03:00,high-memory-usage,high,firing,prometheus,78
2026-02-04 01:04:00,disk-alert-prometheus,critical,firing,prometheus,154
2026-02-04 01:27:00,api-latency-threshold,high,resolved,datadog,6
2026-02-04 01:28:00,api-latency-threshold,high,firing,datadog,10
2026-02-04 01:34:00,log-rotation-complete,low,firing,system,2
2026-02-04 02:12:00,api-latency-threshold,high,resolved,datadog,5
2026-02-04 02:19:00,memory-swap-high,medium,firing,prometheus,14
2026-02-04 02:28:00,memory-threshold-exceeded,high,firing,grafana,72
2026-02-04 02:30:00,api-latency-threshold,high,resolved,datadog,10
2026-02-04 02:34:00,info-deployment-success,low,firing,ci-cd,3
2026-02-04 02:36:00,memory-alert-cloudwatch,high,firing,cloudwatch,52
2026-02-04 02:45:00,cpu-threshold-nagios,critical,firing,nagios,95
2026-02-04 03:02:00,disk-80-percent,medium,firing,prometheus,13
2026-02-04 03:07:00,certificate-expiry-90days,low,firing,security,1
2026-02-04 03:11:00,disk-80-percent,medium,firing,prometheus,15
2026-02-04 03:43:00,certificate-expiry-90days,low,firing,security,5
2026-02-04 03:57:00,high-cpu-datadog,critical,firing,datadog,66
2026-02-04 04:01:00,backup-completed,low,firing,backup-system,1
2026-02-04 04:10:00,health-check-success,low,firing,monitoring,1
2026-02-04 04:33:00,memory-swap-high,medium,resolved,prometheus,2
2026-02-04 04:37:00,api-latency-threshold,high,firing,datadog,6
2026-02-04 04:39:00,certificate-expiry-90days,low,firing,security,2
2026-02-04 04:51:00,api-latency-threshold,high,firing,datadog,14
2026-02-04 04:52:00,api-latency-threshold,high,resolved,datadog,2
2026-02-04 05:04:00,backup-completed,low,firing,backup-system,5
2026-02-04 05:05:00,disk-80-percent,medium,resolved,prometheus,4
2026-02-04 05:14:00,memory-swap-high,medium,resolved,prometheus,9
2026-02-04 05:32:00,filesystem-full,critical,firing,nagios,162
2026-02-04 05:32:00,api-latency-threshold,high,resolved,datadog,2
2026-02-04 06:09:00,certificate-expiry-90days,low,firing,security,2
2026-02-04 06:13:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,103
2026-02-04 06:45:00,disk-80-percent,medium,resolved,prometheus,4
2026-02-04 06:47:00,memory-swap-high,medium,firing,prometheus,7
2026-02-04 06:52:00,cpu-utilization-cloudwatch,critical,firing,cloudwatch,37
2026-02-04 07:14:00,health-check-success,low,firing,monitoring,3
2026-02-04 07:18:00,cpu-high-prometheus,critical,firing,prometheus,91
2026-02-04 07:29:00,test-alert-dev,low,firing,test-system,4
2026-02-04 07:33:00,certificate-expiry-90days,low,firing,security,2
2026-02-04 07:56:00,filesystem-full,critical,firing,nagios,119
2026-02-04 08:02:00,health-check-success,low,firing,monitoring,1
2026-02-04 08:03:00,disk-80-percent,medium,resolved,prometheus,2
2026-02-04 08:05:00,disk-80-percent,medium,resolved,prometheus,2
2026-02-04 08:36:00,health-check-success,low,firing,monitoring,2
2026-02-04 08:44:00,high-cpu-datadog,critical,firing,datadog,106
2026-02-04 09:04:00,api-latency-threshold,high,firing,datadog,6
2026-02-04 09:08:00,test-alert-dev,low,firing,test-system,3
2026-02-04 09:34:00,service-down,critical,firing,healthcheck,103
2026-02-04 09:38:00,cpu-alert-grafana,critical,firing,grafana,54
2026-02-04 10:18:00,api-latency-threshold,high,resolved,datadog,5
2026-02-04 10:39:00,health-check-success,low,firing,monitoring,4
2026-02-04 10:47:00,log-rotation-complete,low,firing,system,5
2026-02-04 10:48:00,disk-80-percent,medium,resolved,prometheus,1
2026-02-04 10:54:00,payment-processing-failed,critical,firing,payment-gateway,82
